cas	inchi	inchikey	smiles	formula	definition	checked	alw_cname	che_cname	che_id	chl_id	chs_id	drb_id	eea_cname	ein_id	etx_cname	etx_id	ipc_name	puc_cid	wid_cname	wid_id	zvg_id	uni_id
7786-30-3	InChI=1S/2ClH.Mg/h2*1H;/q;;+2/p-2	TWRXJAOTZQYOKJ-UHFFFAOYSA-L	[Mg+2].[Cl-].[Cl-]	Cl2Mg	A magnesium salt comprising of two chlorine atoms bound to a magnesium atom.			magnesium dichloride	CHEBI:6636	CHEMBL2219642	22987			232-094-6				5360315	magnesium chloride	Q265414	3450	59XN63C8VM
7786-81-4					A metal sulfate having nickel(2+) as the metal ion.			nickel sulfate	CHEBI:53001													
7787-20-4	InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3/t7-,10+/m0/s1	LHXDLQBQYFFVNW-OIBJUYFYSA-N	CC1(C2CCC(C2)(C1=O)C)C	C10H16O	A fenchone that has (1R,4S)-stereochemistry. It is a constituent of the essential oils obtained from fennel.			(1R,4S)-fenchone	CHEBI:36612		74207			232-107-5				82229	(1R,4S)-fenchone	Q27116898		K6G5Y2Y3Q2
7787-41-9	InChI=1S/Ba.H2O4Se/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2	ZIGAPMSTBOKWRT-UHFFFAOYSA-L	[O-][Se](=O)(=O)[O-].[Ba+2]	BaO4Se							118681							134655				
7787-47-5	InChI=1S/Be.2ClH/h;2*1H/q+2;;/p-2	LWBPNIJBHRISSS-UHFFFAOYSA-L	[Be+2].[Cl-].[Cl-]	BeCl2	A compound of beryllium (+2 oxidation state) and chloride in the ratio 1:2.			beryllium dichloride	CHEBI:62843		22991			232-116-4				24588	beryllium chloride	Q265407	500019	58B7024067
7787-55-5	InChI=1S/Be.2NO3/c;2*2-1(3)4/q+2;2*-1	RFVVBBUVWAIIBT-UHFFFAOYSA-N	[Be+2].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-]	BeN2O6							24337			237-062-5				26126	beryllium nitrate	Q421270	500020	3VT1AXZ5LO
7787-60-2	InChI=1S/Bi.3ClH/h;3*1H/q+3;;;/p-3	JHXKRIRFYBPWGE-UHFFFAOYSA-K	Cl[Bi](Cl)Cl	BiCl3							22993							24591				
7788-97-8	InChI=1S/Cr.3FH/h;3*1H/q+3;;;/p-3	FTBATIJJKIIOTP-UHFFFAOYSA-K	F[Cr](F)F	CrF3														522687				
7788-98-9	InChI=1S/Cr.2H3N.4O/h;2*1H3;;;;/q;;;;;2*-1/p+2	MFFLHUNPSHBKRG-UHFFFAOYSA-P	[NH4+].[NH4+].[O-][Cr](=O)(=O)[O-]	CrH8N2O4							22997							24595				
7788-99-0																						
7789-00-6	InChI=1S/Cr.2K.4O/q;2*+1;;;2*-1	XMXNVYPJWBTAHN-UHFFFAOYSA-N	[O-][Cr](=O)(=O)[O-].[K+].[K+]	CrK2O4	A potassium salt consisting of potassium and chromate ions in a 2:1 ratio.			potassium chromate	CHEBI:75249									24597				
7789-09-05	InChI=1S/2Cr.2H3N.7O/h;;2*1H3;;;;;;;/q;;;;;;;;;2*-1/p+2	JOSWYUNQBRPBDN-UHFFFAOYSA-P	[NH4+].[NH4+].[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-]	Cr2H8N2O7														24600				
7789-12-0																						
7789-18-6	InChI=1S/Cs.NO3/c;2-1(3)4/q+1;-1	NLSCHDZTHVNDCP-UHFFFAOYSA-N	[N+](=O)([O-])[O-].[Cs+]	CsNO3							56425							62674				
7789-20-0	InChI=1S/H2O/h1H2/i/hD2	XLYOFNOQVPJJNP-ZSJDYOACSA-N	O	H2O				dideuterium oxide	CHEBI:41981	CHEMBL1232306	23004			232-148-9				24602	heavy water	Q155890		J65BV539M3
7789-23-3	InChI=1S/FH.K/h1H;/q;+1/p-1	NROKBHXJSPEDAR-UHFFFAOYSA-M	[F-].[K+]	FK	A fluoride salt having K+ as the counterion.			potassium fluoride	CHEBI:66872	CHEMBL1644027	23006			232-151-5				522689	potassium fluoride	Q422426	500035	9082WG1G3F
7789-38-0	InChI=1S/BrHO3.Na/c2-1(3)4;/h(H,2,3,4);/q;+1/p-1	XUXNAKZDHHEHPC-UHFFFAOYSA-M	[O-]Br(=O)=O.[Na+]	BrNaO3	An inorganic sodium salt having bromate as the counterion.			sodium bromate	CHEBI:75229	CHEMBL1348453	23009			232-160-4				23668195	sodium bromate	Q414567	530542	U54JK6453O
7789-41-5	InChI=1S/2BrH.Ca/h2*1H;/q;;+2/p-2	WGEFECGEFUFIQW-UHFFFAOYSA-L	[Ca+2].[Br-].[Br-]	Br2Ca				calcium dibromide	CHEBI:31338	CHEMBL2105852	23010			232-164-6				5360316	calcium bromide	Q409739	122804	87CNY2EEBH
7789-42-6	InChI=1S/2BrH.Cd/h2*1H;/q;;+2/p-2	KPWJBEFBFLRCLH-UHFFFAOYSA-L	Br[Cd]Br	Br2Cd							23011							24609				
7789-43-7	InChI=1S/2BrH.Co/h2*1H;/q;;+2/p-2	BZRRQSJJPUGBAA-UHFFFAOYSA-L	[Co](Br)Br	Br2Co							23012							24610				
7789-45-9	InChI=1S/2BrH.Cu/h2*1H;/q;;+2/p-2	QTMDXZNDVAMKGV-UHFFFAOYSA-L	[Cu](Br)Br	Br2Cu							23013							24611				
7789-75-5	InChI=1S/Ca.2FH/h;2*1H/q+2;;/p-2	WUKWITHWXAAZEY-UHFFFAOYSA-L	[F-].[F-].[Ca+2]	CaF2				calcium difluoride	CHEBI:35437		23019			232-188-7				84512	calcium fluoride	Q413374	3620	O3B55K4YKI
0779-02-02	InChI=1S/C15H12/c1-11-14-8-4-2-6-12(14)10-13-7-3-5-9-15(11)13/h2-10H,1H3	CPGPAVAKSZHMBP-UHFFFAOYSA-N	CC1=C2C=CC=CC2=CC3=CC=CC=C13	C15H12						CHEMBL1797294	12524			212-299-7				13068	9-methylanthracene	Q18467085		65NK4CIN03
7790-21-8											128877											
7790-28-5	InChI=1S/HIO4.Na/c2-1(3,4)5;/h(H,2,3,4,5);/q;+1/p-1	JQWHASGSAFIOCM-UHFFFAOYSA-M	[O-]I(=O)(=O)=O.[Na+]	INaO4	An inorganic sodium salt having periodate as the counterion.			sodium periodate	CHEBI:75226		58683			232-197-6				23667635	sodium metaperiodate	Q281419	490496	98W4A29X43
7790-58-1	InChI=1S/2K.H2O3Te/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2	BFPJYWDBBLZXOM-UHFFFAOYSA-L	[O-][Te](=O)[O-].[K+].[K+]	K2O3Te	A potassium salt consisting of potassium and tellurite ions in a 2:1 ratio.			potassium tellurite	CHEBI:75248									65186				
7790-59-2	InChI=1S/2K.H2O4Se/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2	YAZJAPBTUDGMKO-UHFFFAOYSA-L	[O-][Se](=O)(=O)[O-].[K+].[K+]	K2O4Se							56431			232-214-7				62680	potassium selenate	Q15627913		99798PU7MI
7790-62-7	InChI=1S/2K.H2O7S2/c;;1-8(2,3)7-9(4,5)6/h;;(H,1,2,3)(H,4,5,6)/q2*+1;/p-2	KAQHZJVQFBJKCK-UHFFFAOYSA-L	[O-]S(=O)(=O)OS(=O)(=O)[O-].[K+].[K+]	K2O7S2														62681				
7790-69-4	InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1	IIPYXGDZVMZOAP-UHFFFAOYSA-N	[Li+].[N+](=O)([O-])[O-]	LiNO3	The inorganic nitrate salt of lithium.			lithium nitrate	CHEBI:63315		8305408							10129889				
7790-80-9	InChI=1S/Cd.2HI/h;2*1H/q+2;;/p-2	OKIIEJOIXGHUKX-UHFFFAOYSA-L	[Cd+2].[I-].[I-]	CdI2							23037			232-223-6				24635	cadmium iodide	Q425252	500026	2F2UPU4KCW
7790-86-5								cerium trichloride	CHEBI:35458		23038			232-227-8					cerous chloride	Q419806	122852	TH8E3IE00V
7790-92-3	InChI=1S/ClHO/c1-2/h2H	QWPPOHNGKGFGJK-UHFFFAOYSA-N	OCl	ClHO	A chlorine oxoacid with formula HOCl; a weak, unstable acid, it is the active form of chlorine in water.			hypochlorous acid	CHEBI:24757	CHEMBL1616046	22757			232-232-5				24341	hypochlorous acid	Q407318	4720	712K4CDC10
7790-94-5	InChI=1S/ClHO3S/c1-5(2,3)4/h(H,2,3,4)	XTHPWXDJESJLNJ-UHFFFAOYSA-N	OS(=O)(=O)Cl	ClHO3S							23040							24638	Chlorosulfuric Acid	Q56422117		
7790-98-9											23041											
7791-08-04	InChI=1S/ClH.O.Sb/h1H;;/q;-2;+3/p-1	LIRSFCJKZQBJRK-UHFFFAOYSA-M	[O-2].[Cl-].[Sb+3]	ClOSb							7969749			232-238-8				9793982	antimony chloride oxide	Q4332799		Y7P96CY2ZK
7791-11-09	InChI=1S/ClH.Rb/h1H;/q;+1/p-1	FGDZQCVHDSGLHJ-UHFFFAOYSA-M	[Cl-].[Rb+]	ClRb	An inorganic chloride composed of rubidium and chloride ions in a 1:1 ratio.			rubidium chloride	CHEBI:78672	CHEMBL2110557	56434			232-240-9				62683	rubidium chloride	Q418909	122858	N3SHC5273S
7791-12-0								thallium monochloride	CHEBI:37117													
7791-20-0	InChI=1S/2ClH.Ni.6H2O/h2*1H;;6*1H2/q;;+2;;;;;;/p-2	LAIZPRYFQUWUBN-UHFFFAOYSA-L	O.O.O.O.O.O.Cl[Ni]Cl	Cl2H12NiO6	A hydrate of nickel chloride containing nickel (in the +2 oxidation state), chloride and water moeities in the ratio 1:2:6.			nickel chloride hexahydrate	CHEBI:53542		23047			616-576-7				11791229	nickel chloride hexahydrate	Q27124087		T8365BUD85
7791-25-5	InChI=1S/Cl2O2S/c1-5(2,3)4	YBBRCQOCSYXUOC-UHFFFAOYSA-N	O=S(=O)(Cl)Cl	Cl2O2S				sulfuryl dichloride	CHEBI:29291	CHEMBL3186735	23050			232-245-6				24648	sulfuryl chloride	Q409926	1350	JD26K0R3J1
7791-26-6																						
77916-81-5																						
77916-82-6																						
78-00-2	InChI=1S/4C2H5.Pb/c4*1-2;/h4*1H2,2H3;	MRMOZBOQVYRSEM-UHFFFAOYSA-N	CC[Pb](CC)(CC)CC	C8H20Pb	An organolead compound consisting of four ethyl groups joined to a central lead atom.			tetraethyllead	CHEBI:30182		6265			201-075-4				6511	tetraethyllead	Q266210	13430	13426ZWT6A
1978-04-06											17215620			201-077-5					Dibutyltin maleate	Q72465336	490090	
1978-05-07																						
78-08-0	InChI=1S/C8H18O3Si/c1-5-9-12(8-4,10-6-2)11-7-3/h8H,4-7H2,1-3H3	FWDBOZPQNFPOLF-UHFFFAOYSA-N	CCO[Si](C=C)(OCC)OCC	C8H18O3Si							6269							6516				
1978-10-04																						
1978-11-05	InChI=1S/C5H8N4O12/c10-6(11)18-1-5(2-19-7(12)13,3-20-8(14)15)4-21-9(16)17/h1-4H2	TZRXHJWUDPFEEY-UHFFFAOYSA-N	C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-]	C5H8N4O12	A pentaerythritol nitrate in which all four hydroxy groups of pentaerythritol have been converted to the corresponding nitrate ester. It is a vasodilator with properties similar to those of glyceryl trinitrate, but with a more prolonged duration of action, and is used for treatment of angina pectoris. It is also one of the most powerful high explosives known and is a component of the plastic explosive known as Semtex.			pentaerythritol tetranitrate	CHEBI:25879	CHEMBL466659	6271	6154		201-084-3				6518	pentaerythritol tetranitrate	Q189334	490092	10L39TRG1Z
78-27-3	InChI=1S/C8H12O/c1-2-8(9)6-4-3-5-7-8/h1,9H,3-7H2	QYLFHLNFIHBCPR-UHFFFAOYSA-N	C#CC1(CCCCC1)O	C8H12O							6277							6525				
78-30-8	InChI=1S/C21H21O4P/c1-16-10-4-7-13-19(16)23-26(22,24-20-14-8-5-11-17(20)2)25-21-15-9-6-12-18(21)3/h4-15H,1-3H3	YSMRWXYRXBRSND-UHFFFAOYSA-N	CC1=CC=CC=C1OP(=O)(OC2=CC=CC=C2C)OC3=CC=CC=C3C	C21H21O4P							21106216							6527				
78-32-0																						
78-34-2	InChI=1S/C12H26O6P2S4/c1-5-15-19(21,16-6-2)23-11-12(14-10-9-13-11)24-20(22,17-7-3)18-8-4/h11-12H,5-10H2,1-4H3	VBKKVDGJXVOLNE-UHFFFAOYSA-N	CCOP(=S)(OCC)SC1C(OCCO1)SP(=S)(OCC)OCC	C12H26O6P2S4			dioxathion	Dioxation	CHEBI:81364	CHEMBL2106286	6283			201-107-7				6531	dioxation	Q2779034	510200	J2DF82JA7N
78-38-6	InChI=1S/C6H15O3P/c1-4-8-10(7,6-3)9-5-2/h4-6H2,1-3H3	AATNZNJRDOVKDD-UHFFFAOYSA-N	CCOP(=O)(CC)OCC	C6H15O3P							6286							6534				
78-40-0	InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3	DQWPFSLDHJDLRL-UHFFFAOYSA-N	CCOP(=O)(OCC)OCC	C6H15O4P	A trialkyl phosphate that is the triethy ester derivative of  phosphoric acid.			triethyl phosphate	CHEBI:45927	CHEMBL1236251	6287	3347		201-114-5				6535	triethyl phosphate	Q410382	12690	QIH4K96K7J
78-41-1								triparanol	CHEBI:135714													
78-42-2	InChI=1S/C24H51O4P/c1-7-13-16-22(10-4)19-26-29(25,27-20-23(11-5)17-14-8-2)28-21-24(12-6)18-15-9-3/h22-24H,7-21H2,1-6H3	GTVWRXDRKAHEAD-UHFFFAOYSA-N	CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC	C24H51O4P							6289							6537				
78-44-4					A carbamate ester that is the mono-N-isopropyl derivative of meprobamate (which is a significant metabolite). Carisoprodol  interrupts neuronal communication within the reticular formation and spinal cord, resulting in sedation and alteration in pain perception. It is used as a muscle relaxant in the symptomatic treatment of musculoskeletal conditions associated with painful muscle spasm.			carisoprodol	CHEBI:3419		2478											
78-48-8							tribufos	tribufos	CHEBI:38737													
78-51-3					A trialkyl phosphate in which the alkyl group specified is 2-butoxyethyl.			tris(2-butoxyethyl) phosphate	CHEBI:35038													
78-52-4																						
78-53-5	InChI=1S/C10H24NO3PS/c1-5-11(6-2)9-10-16-15(12,13-7-3)14-8-4/h5-10H2,1-4H3	PJISLFCKHOHLLP-UHFFFAOYSA-N	CCN(CC)CCSP(=O)(OCC)OCC	C10H24NO3PS			amiton				6294							6542				
78-57-9							menazon	Menazon	CHEBI:82140													
78-59-1	InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3	HJOVHMDZYOCNQW-UHFFFAOYSA-N	CC1=CC(=O)CC(C1)(C)C	C9H14O	A cyclic ketone, the structure of which is that of cyclohex-2-en-1-one substituted by methyl groups at positions 3, 5 and 5.			isophorone	CHEBI:34800		6296							6544				
78-62-6																						
78-66-0	InChI=1S/C10H18O2/c1-5-9(3,11)7-8-10(4,12)6-2/h11-12H,5-6H2,1-4H3	NUYADIDKTLPDGG-UHFFFAOYSA-N	CCC(C)(C#CC(C)(CC)O)O	C10H18O2							6298			201-131-8				6546	3,6-dimethyl-4-octyne-3,6-diol	Q27279084		GFO2D7A38Q
78-70-6					A monoterpenoid that is octa-1,6-diene substituted by methyl groups at positions 3 and 7 and a hydroxy group at position 3. It has been isolated from plants like Ocimum canum.			linalool	CHEBI:17580													
78-75-1	InChI=1S/C3H6Br2/c1-3(5)2-4/h3H,2H2,1H3	XFNJYAKDBJUJAJ-UHFFFAOYSA-N	CC(CBr)Br	C3H6Br2							6305			201-139-1				6553	1,2-dibromopropane	Q161469	490095	FGB8O5N903
78-76-2	InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3	UPSXAPQYNGXVBF-UHFFFAOYSA-N	CCC(C)Br	C4H9Br						CHEMBL156276	6306			201-140-7				6554	2-bromobutane	Q209314	510529	SSI829JO4W
78-77-3	InChI=1S/C4H9Br/c1-4(2)3-5/h4H,3H2,1-2H3	HLVFKOKELQSXIQ-UHFFFAOYSA-N	CC(C)CBr	C4H9Br							6307							6555				
78-78-4	InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3	QWTDNUCVQCZILF-UHFFFAOYSA-N	CCC(C)C	C5H12	An alkane that is butane substituted by a methyl group at position 2.			isopentane	CHEBI:30362		6308							6556				
78-79-5	InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3	RRHGJUQNOFWUDK-UHFFFAOYSA-N	CC(=C)C=C	C5H8	A hemiterpene with the formula CH2=C(CH3)CH=CH2; the monomer of natural rubber and a common structure motif to the isoprenoids, a large class of other naturally occurring compounds.			isoprene	CHEBI:35194		6309							6557	Isoprene	Q82515696		
78-81-9	InChI=1S/C4H11N/c1-4(2)3-5/h4H,3,5H2,1-2H3	KDSNLYIMUZNERS-UHFFFAOYSA-N	CC(C)CN	C4H11N	An alkylamine having isobutyl as the alkyl group. It has been isolated from Sambucus nigra (Elderberry).			2-methylpropanamine	CHEBI:15997		6310			201-145-4				6558	isobutylamine	Q416655	16520	1H60H4LOHZ
78-82-0	InChI=1S/C4H7N/c1-4(2)3-5/h4H,1-2H3	LRDFRRGEGBBSRN-UHFFFAOYSA-N	CC(C)C#N	C4H7N	An aliphatic nitrile that is acetonitrile in which two of the hydrogens have been replaced by methyl groups.			isobutyronitrile	CHEBI:28638	CHEMBL1492874	6311			201-147-5				6559	isobutyronitrile	Q1960244	510611	699AWF2WV2
78-83-1	InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3	ZXEKIIBDNHEJCQ-UHFFFAOYSA-N	CC(C)CO	C4H10O	An alkyl alcohol that is propan-1-ol substituted by a methyl group at position 2.			isobutanol	CHEBI:46645	CHEMBL269630	6312			201-148-0				6560	isobutyl alcohol	Q151797	15690	56F9Z98TEM
78-84-2	InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3	AMIMRNSIRUDHCM-UHFFFAOYSA-N	CC(C)C=O	C4H8O	A member of the class of propanals that is propanal substituted by a methyl group at position 2.			isobutyraldehyde	CHEBI:48943		6313							6561				
78-86-4	InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3	BSPCSKHALVHRSR-UHFFFAOYSA-N	CCC(C)Cl	C4H9Cl						CHEMBL346529	6315			201-151-7				6563	2-chlorobutane	Q209347	32800	AV999R2773
78-90-0	InChI=1S/C3H10N2/c1-3(5)2-4/h3H,2,4-5H2,1H3	AOHJOMMDDJHIJH-UHFFFAOYSA-N	CC(CN)N	C3H10N2	A diamine that is propane substituted by amino groups at positions 1 and 2. Propylenediamine is commonly used as a bidentate ligand in the formation of coordination complexes.			propylenediamine	CHEBI:30630	CHEMBL1319459	13849260			201-155-9				6567	1,2-propanediamine	Q161461	38380	2A4P522UGO
78-91-1	InChI=1S/C3H9NO/c1-3(4)2-5/h3,5H,2,4H2,1H3	BKMMTJMQCTUHRP-UHFFFAOYSA-N	CC(CO)N	C3H9NO							4945							5126				
78-92-2	InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3	BTANRVKWQNVYAZ-UHFFFAOYSA-N	CCC(C)O	C4H10O	A secondary alcohol that is butane substituted by a hydroxy group at position 2.			butan-2-ol	CHEBI:35687	CHEMBL45462	6320	2606		201-158-5				6568	2-butanol	Q209332	27200	0TUL3ENK62
78-93-3	InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3	ZWEHNKRNPOVVGH-UHFFFAOYSA-N	CCC(=O)C	C4H8O	A dialkyl ketone that is a four-carbon ketone carrying a single keto- group at position C-2.			butan-2-one	CHEBI:28398		6321							6569	2-Butanone	Q56679714		
78-94-4	InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3	FUSUHKVFWTUUBE-UHFFFAOYSA-N	CC(=O)C=C	C4H6O	A methyl ketone that is  butan-2-one with an unsaturation at position 3.			buten-2-one	CHEBI:48058	CHEMBL1600824	6322			201-160-6				6570	methyl vinyl ketone	Q417525	30420	AR7642I1MP
78-95-5	InChI=1S/C3H5ClO/c1-3(5)2-4/h2H2,1H3	BULLHNJGPPOUOX-UHFFFAOYSA-N	CC(=O)CCl	C3H5ClO				chloroacetone	CHEBI:47220	CHEMBL1231084	6323	2672		201-161-1				6571	chloroacetone	Q425346	31220	60ZTR74268
78-96-6	InChI=1S/C3H9NO/c1-3(5)2-4/h3,5H,2,4H2,1H3	HXKKHQJGJAFBHI-UHFFFAOYSA-N	CC(CN)O	C3H9NO	Any  amino alcohol that is propan-2-ol substituted by an amino group at position 1.			1-aminopropan-2-ol	CHEBI:19030	CHEMBL326602	3			201-162-7				4	1-aminopropan-2-ol	Q161580	14890	UE40BY1BZW
78-97-7	InChI=1S/C3H5NO/c1-3(5)2-4/h3,5H,1H3	WOFDVDFSGLBFAC-UHFFFAOYSA-N	CC(C#N)O	C3H5NO						CHEMBL3559764	21106532			201-163-2				6572	lactonitrile	Q6469032	510643	SJ38QDA188
78-98-8	InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3	AIJULSRZWUXGPQ-UHFFFAOYSA-N	CC(=O)C=O	C3H4O2	A 2-oxo aldehyde derived from propanal.			methylglyoxal	CHEBI:17158	CHEMBL170721	857	3587		201-164-8				880	methylglyoxal	Q903881	37300	722KLD7415
78-99-9	InChI=1S/C3H6Cl2/c1-2-3(4)5/h3H,2H2,1H3	WIHMGGWNMISDNJ-UHFFFAOYSA-N	CCC(Cl)Cl	C3H6Cl2						CHEMBL2287704	6325			201-165-3				6573	1,1-dichloropropane	Q2715351	496226	SR71OVZ2OZ
780-11-0	InChI=1S/C12H17NO2/c1-12(2,3)9-6-5-7-10(8-9)15-11(14)13-4/h5-8H,1-4H3,(H,13,14)	FSJYRLHKLVGCNH-UHFFFAOYSA-N	CC(C)(C)C1=CC(=CC=C1)OC(=O)NC	C12H17NO2							12528							13072				
780-20-1											230216											
780-24-5											12529											
780-69-8																						
7803-49-8	InChI=1S/H3NO/c1-2/h2H,1H2	AVXURJPOCDRRFD-UHFFFAOYSA-N	NO	H3NO	The simplest hydroxylamine, consisting of ammonia bearing a hydroxy substituent. It is an intermediate in the biological nitrification by microbes like bacteria.			hydroxylamine	CHEBI:15429		766							787	Hydroxylamine	Q56430278		
7803-51-2	InChI=1S/H3P/h1H3	XYFCBTPGUUZFHI-UHFFFAOYSA-N	P	H3P	The simplest phosphine, consisting of a single phosphorus atom with three hydrogens attached.		phosphine	phosphane	CHEBI:30278		22814							24404	Phosphine	Q21761922		
7803-52-3	InChI=1S/Sb.3H	OUULRIDHGPHMNQ-UHFFFAOYSA-N	[SbH3]	H3Sb				stibane	CHEBI:30288		8992							9359	Stibine	Q21761744		
7803-55-6	InChI=1S/H3N.3O.V/h1H3;;;;/q;;;-1;/p+1	UNTBPXHCXVWYOI-UHFFFAOYSA-O	[NH4+].[O-][V](=O)=O	H4NO3V														516859				
7803-57-8	InChI=1S/H4N2.H2O/c1-2;/h1-2H2;1H2	IKDUDTNKRLTJSI-UHFFFAOYSA-N	NN.O	H6N2O				hydrazine hydrate	CHEBI:35511		23056							24654				
7803-63-6	InChI=1S/H3N.H2O4S/c;1-5(2,3)4/h1H3;(H2,1,2,3,4)	BIGPRXCJEDHCLP-UHFFFAOYSA-N	[NH4+].OS(=O)(=O)[O-]	H5NO4S														24655				
78111-17-8					A polycyclic ether that is produced by several species of dinoflagellates, and is known to accumulate in both marine sponges and shellfish.  A polyketide, polyether derivative of a C38 fatty acid, it is one of the primary causes of diarrhetic shellfish poisoning (DSP). It is a potent inhibitor of specific protein phosphatases and is known to have a variety of negative effects on cells.			okadaic acid	CHEBI:44658													
78123-71-4								(D-Ala(2)-mephe(4)-gly-ol(5))enkephalin	CHEBI:272		4575423											
78152-53-1	InChI=1S/C6H4Cl3N/c7-5-3-1-2-4(10-5)6(8)9/h1-3,6H	OBMOIJAXNPCIDU-UHFFFAOYSA-N	C1=CC(=NC(=C1)Cl)C(Cl)Cl	C6H4Cl3N							151912							174111				
0782-08-01	InChI=1S/C13H9Cl3/c14-11-5-1-9(2-6-11)13(16)10-3-7-12(15)8-4-10/h1-8,13H	LKBJQRZQDCMBBJ-UHFFFAOYSA-N	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)Cl)Cl	C13H9Cl3							12534							13078				
782-74-1	InChI=1S/C12H10Cl2N2/c13-9-5-1-3-7-11(9)15-16-12-8-4-2-6-10(12)14/h1-8,15-16H	IWKMQNKKYZERHI-UHFFFAOYSA-N	C1=CC=C(C(=C1)NNC2=CC=CC=C2Cl)Cl	C12H10Cl2N2							2297348							3032354				
78214-67-2																						
78246-49-8					The hydrochloride salt of paroxetine. It is an antidepressant drug.			paroxetine hydrochloride	CHEBI:7944		56607											
78263-90-8	InChI=1S/C11H14N2O/c1-7-9(4-5-12)10-6-8(14)2-3-11(10)13-7/h2-3,6,13-14H,4-5,12H2,1H3	WYWNEDARFVJQSG-UHFFFAOYSA-N	CC1=C(C2=C(N1)C=CC(=C2)O)CCN	C11H14N2O				2-methylserotonin	CHEBI:31085		1518							1574				
12730-06-05								mebrofenin	CHEBI:135608		48922											
78308-32-4																						
78315-42-1																						
78315-87-4																						
78325-17-4	InChI=1S/C4H4N2O3/c1-9-6-3(2-5)4(7)8/h1H3,(H,7,8)/b6-3+	LWZMFXQOIDFKQJ-ZZXKWVIFSA-N	CON=C(C#N)C(=O)O	C4H4N2O3							2411362							14075613				
78325-18-5	InChI=1S/C3H2N2O3/c4-1-2(5-8)3(6)7/h8H,(H,6,7)	CNEFRTDDIMNTHC-UHFFFAOYSA-N	C(#N)C(=NO)C(=O)O	C3H2N2O3							10466913							71403119				
78367-64-3																						
78370-21-5							cyometrinil	Cyometrinil	CHEBI:82238													
78383-23-0																						
78383-24-1																						
78403-23-3																						
78413-46-4																						
78448-48-3	InChI=1S/C18H26O/c1-6-18(5)11-17(3,4)15-7-13-10-19-9-12(2)14(13)8-16(15)18/h7-8,12H,6,9-11H2,1-5H3	QHYRRSDBBBZQKI-UHFFFAOYSA-N	CCC1(CC(C2=C1C=C3C(COCC3=C2)C)(C)C)C	C18H26O							8374563							10199063				
78448-49-4	InChI=1S/C18H26O/c1-6-18(5)11-17(3,4)15-8-14-12(2)9-19-10-13(14)7-16(15)18/h7-8,12H,6,9-11H2,1-5H3	BYAUGQHXQRQQPB-UHFFFAOYSA-N	CCC1(CC(C2=C1C=C3COCC(C3=C2)C)(C)C)C	C18H26O							8396280							10220788				
12955-02-08	InChI=1S/C8H14N4O7/c13-1-9-7(18)10(2-14)5-6(17)12(4-16)8(19)11(5)3-15/h5,13-16H,1-4H2,(H,9,18)	SOROIESOUPGGFO-UHFFFAOYSA-N	C(NC(=O)N(CO)C1C(=O)N(C(=O)N1CO)CO)O	C8H14N4O7				diazolidinylurea	CHEBI:136014		56078							62277				
78493-58-0											17287833											
78560-45-9	InChI=1S/C8H4Cl3F13Si/c9-25(10,11)2-1-3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)24/h1-2H2	PISDRBMXQBSCIP-UHFFFAOYSA-N	C(C[Si](Cl)(Cl)Cl)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F	C8H4Cl3F13Si							110172							123578				
78565-30-7																						
78587-05-0							hexythiazox	hexythiazox	CHEBI:39326		10469179											
786-19-6	InChI=1S/C11H16ClO2PS3/c1-3-13-15(16,14-4-2)18-9-17-11-7-5-10(12)6-8-11/h5-8H,3-4,9H2,1-2H3	VEDTXTNSFWUXGQ-UHFFFAOYSA-N	CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl	C11H16ClO2PS3			carbophenothion	Carbophenothion	CHEBI:82107		12536							13081				
